time, timemax, Amax, beta0, beta1, beta2, beta3, beta4, beta5
2013-05-14, 2013-05-14T04:54:01.036800000, 22.996, 1023.606, 0.930, 102.304, 50.359, 99.340, 50.116
2013-05-15, 2013-05-15T19:53:01.036800000, 27.815, 1023.574, 0.885, 104.144, 51.115, 95.505, 43.534
2013-05-16, 2013-05-16T21:12:01.036800000, 25.501, 1023.566, 0.865, 101.193, 51.040, 93.848, 35.961
2013-05-17, 2013-05-17T09:44:01.036800000, 27.180, 1023.466, 0.780, 98.611, 41.346, 88.371, 33.773
2013-05-18, 2013-05-18T11:58:01.036800000, 30.854, 1023.542, 0.790, 106.756, 41.536, 84.098, 35.450
2013-05-19, 2013-05-19T10:30:01.036800000, 18.896, 1023.668, 0.861, 109.238, 53.320, 85.594, 36.349
2013-05-20, 2013-05-20T16:46:01.036800000, -22.537, 1023.599, 0.823, 103.905, 49.003, 84.108, 31.266
2013-05-21, 2013-05-21T14:22:01.036800000, 23.249, 1023.642, 0.819, 104.630, 43.137, 83.329, 30.923
2013-05-22, 2013-05-22T17:37:01.036800000, 34.009, 1023.618, 0.797, 100.261, 41.193, 86.264, 32.844
2013-05-23, 2013-05-23T17:32:01.036800000, 39.728, 1023.666, 0.818, 99.214, 44.306, 90.649, 33.513
2013-05-24, 2013-05-24T09:48:01.036800000, -33.898, 1023.748, 0.859, 103.569, 51.066, 90.180, 37.583
2013-05-25, 2013-05-25T16:36:01.036800000, 37.678, 1023.898, 0.909, 116.808, 58.559, 83.567, 47.608
2013-05-26, 2013-05-26T00:12:01.036800000, -37.443, 1023.651, 1.341, 68.897, 344.894, 101.073, 70.046
2013-05-27, 2013-05-27T18:32:01.036800000, 37.689, 1023.694, 1.347, 71.447, 291.660, 105.765, 68.060
2013-05-28, 2013-05-28T20:46:01.036800000, 28.157, 1023.678, 1.396, 70.140, 329.031, 104.371, 67.978
2013-05-29, 2013-05-29T21:46:01.036800000, 35.456, 1023.643, 1.415, 71.590, 414.366, 96.616, 68.802
2013-05-30, 2013-05-30T22:54:01.036800000, 30.318, 1023.680, 1.466, 70.046, 436.704, 102.942, 69.266
2013-05-31, 2013-05-31T23:59:01.036800000, 30.192, 1023.744, 1.487, 71.799, 424.322, 106.149, 68.101
2013-06-01, 2013-06-01T12:39:01.036800000, -31.898, 1023.727, 1.442, 72.016, 465.478, 107.554, 70.203
2013-06-02, 2013-06-02T13:34:01.036800000, 70.877, 1023.645, 1.325, 71.605, 534.154, 104.795, 69.732
2013-06-03, 2013-06-03T14:42:01.036800000, 66.700, 1023.632, 1.234, 71.956, 545.053, 106.127, 67.726
2013-06-04, 2013-06-04T16:38:01.036800000, 55.376, 1023.667, 1.229, 73.978, 485.110, 112.351, 71.413
2013-06-05, 2013-06-05T17:20:01.036800000, 48.881, 1023.629, 1.218, 74.342, 470.985, 111.243, 73.956
2013-06-06, 2013-06-06T18:32:01.036800000, 76.778, 1023.728, 1.199, 79.289, 323.853, 118.470, 72.209
2013-06-07, 2013-06-07T16:44:01.036800000, 60.525, 1023.714, 1.162, 80.242, 349.701, 118.983, 69.370
2013-06-08, 2013-06-08T07:20:01.036800000, 68.234, 1023.710, 1.152, 77.912, 409.024, 119.775, 64.927
2013-06-09, 2013-06-09T19:33:01.036800000, 58.033, 1023.761, 1.149, 80.087, 350.138, 121.431, 58.207
2013-06-10, 2013-06-10T19:04:01.036800000, 61.712, 1023.827, 1.208, 82.369, 316.000, 124.964, 58.384
2013-06-11, 2013-06-11T19:04:01.036800000, 67.010, 1023.844, 1.243, 83.689, 270.363, 123.757, 52.084
2013-06-12, 2013-06-12T08:42:01.036800000, 46.062, 1023.855, 1.280, 83.028, 281.336, 123.344, 50.820
2013-06-13, 2013-06-13T20:16:01.036800000, 71.802, 1023.805, 1.287, 78.063, 360.409, 122.091, 46.096
2013-06-14, 2013-06-14T21:16:01.036800000, 59.513, 1023.838, 1.312, 78.780, 372.296, 120.725, 41.900
2013-06-15, 2013-06-15T21:24:01.036800000, 57.326, 1023.820, 1.310, 78.592, 394.053, 122.224, 48.133
2013-06-16, 2013-06-16T12:17:01.036800000, 67.333, 1023.835, 1.335, 78.874, 421.687, 121.442, 54.354
2013-06-17, 2013-06-17T11:53:01.036800000, 43.815, 1023.829, 1.328, 78.610, 441.427, 120.742, 59.927
2013-06-18, 2013-06-18T05:41:01.036800000, -42.535, 1023.637, 0.632, 128.731, 46.146, 68.432, 15.732
2013-06-19, 2013-06-19T13:02:01.036800000, 35.783, 1023.559, 0.605, 122.965, 46.486, 72.544, 17.718
2013-06-20, 2013-06-20T08:26:01.036800000, -31.094, 1023.827, 1.345, 79.197, 417.358, 121.438, 66.048
2013-06-21, 2013-06-21T14:42:01.036800000, 33.697, 1023.783, 1.261, 78.623, 604.348, 116.254, 52.113
2013-06-22, 2013-06-22T16:10:01.036800000, 39.990, 1023.777, 1.212, 75.431, 557.419, 116.238, 42.449
2013-06-23, 2013-06-23T16:46:01.036800000, 56.195, 1023.791, 1.229, 77.388, 492.540, 116.968, 44.277
2013-06-24, 2013-06-24T17:28:01.036800000, 69.136, 1023.809, 1.219, 79.705, 337.263, 122.527, 48.430
2013-06-25, 2013-06-25T18:29:01.036800000, 55.648, 1023.750, 0.796, 114.885, 97.167, 88.587, 26.540
2013-06-26, 2013-06-26T17:38:01.036800000, 59.421, 1023.501, 0.567, 110.080, 50.620, 89.155, 19.296
2013-06-27, 2013-06-27T07:08:01.036800000, 105.453, 1023.700, 1.030, 98.441, 222.005, 116.707, 59.653
2013-06-28, 2013-06-28T20:45:01.036800000, 59.901, 1023.817, 1.155, 85.558, 256.274, 126.332, 56.927
2013-06-29, 2013-06-29T22:14:01.036800000, 122.168, 1023.824, 1.158, 83.387, 266.762, 127.570, 52.249
2013-06-30, 2013-06-30T10:14:01.036800000, 57.230, 1023.871, 1.165, 83.508, 268.990, 125.067, 41.926
2013-07-01, 2013-07-01T18:57:01.036800000, 52.632, 1023.882, 1.194, 80.901, 346.371, 125.229, 39.394
2013-07-02, 2013-07-02T19:22:01.036800000, 54.882, 1023.847, 1.175, 79.784, 436.705, 124.608, 42.984
2013-07-03, 2013-07-03T23:30:01.036800000, 96.134, 1023.848, 1.173, 80.196, 458.949, 124.680, 46.753
2013-07-04, 2013-07-04T07:33:01.036800000, 47.324, 1023.874, 1.180, 77.977, 483.438, 121.403, 39.275
2013-07-05, 2013-07-05T00:44:01.036800000, 48.036, 1023.892, 1.167, 76.002, 567.572, 117.942, 35.631
2013-07-06, 2013-07-06T06:36:01.036800000, 53.955, 1023.938, 1.193, 73.657, 619.973, 118.641, 35.777
2013-07-07, 2013-07-07T15:02:01.036800000, 35.989, 1023.873, 1.127, 72.717, 635.623, 115.796, 36.536
2013-07-08, 2013-07-08T15:56:01.036800000, 39.721, 1023.827, 1.084, 73.348, 612.458, 114.307, 39.102
2013-07-09, 2013-07-09T16:48:01.036800000, 37.742, 1023.853, 1.109, 74.618, 610.599, 115.651, 41.293
2013-07-10, 2013-07-10T16:35:01.036800000, 32.204, 1023.906, 1.145, 75.193, 599.647, 118.163, 38.769
2013-07-11, 2013-07-11T19:00:01.036800000, 39.055, 1023.983, 1.208, 75.498, 650.083, 119.806, 36.027
2013-07-12, 2013-07-12T20:00:01.036800000, 43.777, 1023.918, 1.149, 76.915, 703.640, 115.812, 34.771
2013-07-13, 2013-07-13T19:16:01.036800000, 44.559, 1023.886, 1.137, 73.927, 709.853, 116.694, 35.541
2013-07-14, 2013-07-14T19:43:01.036800000, 44.879, 1023.884, 1.158, 73.641, 637.567, 116.148, 37.810
2013-07-15, 2013-07-15T20:03:01.036800000, 37.684, 1023.809, 1.100, 74.171, 545.457, 113.111, 40.393
2013-07-16, 2013-07-16T20:14:01.036800000, 37.467, 1023.743, 1.055, 73.473, 494.981, 111.574, 38.810
2013-07-17, 2013-07-17T20:56:01.036800000, 29.799, 1023.704, 1.024, 71.444, 560.004, 108.861, 38.051
2013-07-18, 2013-07-18T20:46:01.036800000, 38.502, 1023.637, 0.912, 69.805, 648.092, 105.447, 33.397
2013-07-19, 2013-07-19T00:24:01.036800000, 39.652, 1023.683, 0.913, 70.604, 694.880, 108.928, 32.769
2013-07-20, 2013-07-20T01:38:01.036800000, 88.623, 1023.778, 0.958, 73.771, 727.049, 110.549, 33.655
2013-07-21, 2013-07-21T02:01:01.036800000, 76.317, 1023.885, 1.037, 73.580, 668.145, 114.655, 35.804
2013-07-22, 2013-07-22T03:55:01.036800000, 29.612, 1023.883, 1.055, 72.984, 554.116, 113.706, 41.931
2013-07-23, 2013-07-23T03:50:01.036800000, 41.033, 1023.872, 1.085, 71.907, 554.398, 110.606, 50.843
2013-07-24, 2013-07-24T18:26:01.036800000, 41.116, 1023.854, 1.045, 70.839, 550.908, 109.321, 49.085
2013-07-25, 2013-07-25T19:07:01.036800000, 52.868, 1023.861, 1.011, 71.383, 537.809, 110.374, 44.115
2013-07-26, 2013-07-26T20:55:01.036800000, 51.513, 1023.878, 1.002, 69.791, 564.338, 109.062, 40.388
2013-07-27, 2013-07-27T10:12:01.036800000, 42.310, 1023.821, 0.947, 67.923, 467.823, 106.796, 42.678
2013-07-28, 2013-07-28T11:02:01.036800000, 44.894, 1023.855, 0.988, 69.323, 443.988, 104.277, 48.208
2013-07-29, 2013-07-29T23:16:01.036800000, 56.342, 1023.955, 1.124, 69.510, 477.805, 110.154, 58.683
2013-07-30, 2013-07-30T00:00:01.036800000, 19.287, 1023.576, 0.378, 114.630, 36.895, 75.313, 2.260
2013-08-03, 2013-08-03T23:38:00.979200000, 56.452, 1023.576, 0.378, 114.630, 36.895, 75.313, 2.260
2013-08-04, 2013-08-04T00:02:00.979200000, 56.834, 1023.773, 0.477, 117.087, 53.086, 77.456, 12.979
2013-08-05, 2013-08-05T12:26:00.979200000, 47.161, 1023.977, 0.616, 114.203, 73.250, 83.458, 25.765
2013-08-06, 2013-08-06T09:01:00.979200000, 36.541, 1023.907, 0.588, 103.957, 66.905, 87.930, 29.297
2013-08-07, 2013-08-07T01:31:00.979200000, -30.464, 1023.900, 0.547, 107.483, 52.405, 83.431, 29.373
2013-08-08, 2013-08-08T18:20:00.979200000, 31.094, 1023.940, 0.572, 111.231, 51.558, 83.419, 27.789
2013-08-09, 2013-08-09T09:20:00.979200000, 41.215, 1023.932, 0.549, 117.531, 53.321, 74.899, 25.925
2013-08-10, 2013-08-10T10:18:00.979200000, 38.991, 1024.038, 0.589, 128.281, 56.801, 68.014, 25.707
2013-08-11, 2013-08-11T21:34:00.979200000, 62.140, 1024.102, 0.634, 130.690, 64.762, 66.315, 29.239
2013-08-12, 2013-08-12T21:58:00.979200000, 66.772, 1024.108, 0.644, 127.498, 74.846, 65.114, 30.135
2013-08-13, 2013-08-13T09:50:00.979200000, 54.783, 1024.129, 0.652, 122.312, 75.744, 70.936, 30.006
2013-08-14, 2013-08-14T11:38:00.979200000, 42.190, 1024.233, 0.671, 125.801, 71.496, 74.664, 29.951
2013-08-15, 2013-08-15T11:21:00.979200000, 48.147, 1024.251, 0.679, 126.910, 66.821, 77.495, 36.364
2013-08-16, 2013-08-16T22:02:00.979200000, -23.681, 1024.306, 0.730, 134.295, 67.605, 74.544, 47.953
2013-08-17, 2013-08-17T05:32:00.979200000, -19.035, 1024.137, 0.661, 134.132, 62.164, 60.471, 52.583
2013-08-18, 2013-08-18T14:22:00.979200000, 19.946, 1024.011, 0.610, 131.693, 58.521, 44.878, 48.479
2013-08-19, 2013-08-19T15:36:00.979200000, 21.736, 1024.001, 0.612, 130.149, 61.501, 39.009, 48.924
2013-08-20, 2013-08-20T04:25:00.979200000, 31.898, 1023.982, 0.600, 125.916, 53.474, 44.647, 51.225
2013-08-21, 2013-08-21T04:42:00.979200000, 21.513, 1024.003, 0.625, 126.974, 48.606, 48.798, 59.778
2013-08-22, 2013-08-22T13:44:00.979200000, -20.465, 1024.067, 0.644, 124.584, 43.426, 58.750, 56.595
2013-08-23, 2013-08-23T14:01:00.979200000, -25.364, 1024.302, 0.741, 131.894, 43.052, 81.260, 59.334
2013-08-24, 2013-08-24T18:58:00.979200000, 24.439, 1024.152, 0.638, 139.117, 44.727, 50.568, 63.801
2013-08-25, 2013-08-25T19:30:00.979200000, 29.967, 1024.329, 0.701, 142.968, 47.181, 65.399, 56.815
2013-08-26, 2013-08-26T20:22:00.979200000, 46.269, 1024.278, 0.686, 136.969, 54.649, 62.647, 43.331
2013-08-27, 2013-08-27T08:18:00.979200000, 31.464, 1024.208, 0.653, 130.611, 55.822, 67.822, 31.293
2013-08-28, 2013-08-28T19:53:00.979200000, 35.687, 1024.147, 0.608, 131.816, 48.442, 62.033, 23.701
2013-08-29, 2013-08-29T21:32:00.979200000, 38.076, 1024.202, 0.630, 140.241, 48.883, 55.387, 23.013
2013-08-30, 2013-08-30T08:56:00.979200000, 33.695, 1024.168, 0.617, 140.248, 46.912, 53.735, 23.769
2013-08-31, 2013-08-31T20:36:00.979200000, 27.128, 1024.149, 0.639, 137.683, 48.709, 56.594, 23.817
2013-09-01, 2013-09-01T21:54:00.979200000, 21.014, 1024.311, 0.743, 142.293, 61.276, 59.959, 32.198
2013-09-02, 2013-09-02T15:34:00.979200000, 19.071, 1024.179, 0.639, 145.846, 67.280, 46.520, 38.542
2013-09-03, 2013-09-03T00:14:00.979200000, 14.746, 1024.192, 0.594, 153.200, 40.999, 29.693, 61.273
2013-09-04, 2013-09-04T21:14:00.979200000, -13.822, 1024.182, 0.582, 154.799, 25.003, 25.752, 78.296
2013-09-05, 2013-09-05T15:52:00.979200000, 19.497, 1024.152, 0.574, 156.430, 24.123, 17.498, 84.052
2013-09-06, 2013-09-06T21:44:00.979200000, -21.237, 1024.085, 0.540, 156.697, 28.995, 6.050, 82.548
2013-09-07, 2013-09-07T04:48:00.979200000, 26.026, 1024.023, 0.532, 145.867, 71.492, 21.413, 33.379
2013-09-08, 2013-09-08T06:20:00.979200000, 21.927, 1024.333, 0.712, 148.831, 69.543, 52.198, 47.417
2013-09-09, 2013-09-09T07:22:00.979200000, 19.539, 1024.251, 0.694, 139.262, 67.844, 61.827, 32.395
2013-09-10, 2013-09-10T23:49:00.979200000, -20.052, 1024.140, 0.649, 136.053, 69.746, 58.494, 30.814
2013-09-11, 2013-09-11T14:58:00.979200000, 39.644, 1024.022, 0.578, 131.261, 67.115, 54.388, 28.481
2013-09-12, 2013-09-12T08:08:00.979200000, 20.163, 1023.964, 0.546, 130.594, 71.384, 48.399, 25.008
2013-09-13, 2013-09-13T21:50:00.979200000, 38.138, 1024.025, 0.561, 140.465, 73.119, 42.104, 24.936
2013-09-14, 2013-09-14T17:43:00.979200000, 33.468, 1024.071, 0.585, 146.243, 75.384, 37.061, 23.622
2013-09-15, 2013-09-15T05:43:00.979200000, 44.697, 1024.103, 0.628, 145.021, 74.448, 39.785, 27.655
2013-09-16, 2013-09-16T18:54:00.979200000, 56.240, 1024.071, 0.630, 139.390, 69.942, 47.110, 28.608
2013-09-17, 2013-09-17T12:00:00.979200000, 37.570, 1024.210, 0.718, 137.757, 63.793, 57.013, 31.842
2013-09-18, 2013-09-18T06:04:00.979200000, -34.411, 1024.196, 0.691, 133.326, 51.421, 60.791, 27.090
2013-09-19, 2013-09-19T07:44:00.979200000, -30.994, 1024.348, 0.758, 138.555, 44.536, 63.325, 24.020
2013-09-20, 2013-09-20T08:20:00.979200000, -25.406, 1024.152, 0.641, 133.347, 34.675, 61.277, 22.019
2013-09-21, 2013-09-21T15:35:00.979200000, 24.765, 1024.280, 0.699, 134.204, 35.344, 68.704, 25.954
2013-09-22, 2013-09-22T17:50:00.979200000, 26.473, 1024.170, 0.648, 125.621, 33.141, 70.128, 31.100
2013-09-23, 2013-09-23T00:07:00.979200000, -30.629, 1024.241, 0.703, 119.611, 35.741, 78.469, 31.962
2013-09-24, 2013-09-24T01:40:00.979200000, -27.658, 1024.229, 0.703, 113.853, 34.693, 81.278, 32.481
2013-09-25, 2013-09-25T03:08:00.979200000, -32.321, 1024.217, 0.693, 110.486, 31.818, 82.084, 30.587
2013-09-26, 2013-09-26T02:10:00.979200000, -29.643, 1024.267, 0.712, 111.199, 33.764, 84.373, 34.652
2013-09-27, 2013-09-27T07:01:00.979200000, 28.476, 1024.277, 0.717, 110.736, 37.837, 85.447, 41.087
2013-09-28, 2013-09-28T07:20:00.979200000, 32.699, 1024.266, 0.728, 107.423, 44.750, 85.865, 41.808
2013-09-29, 2013-09-29T07:33:00.979200000, 34.445, 1024.188, 0.702, 99.478, 45.051, 86.491, 42.594
2013-09-30, 2013-09-30T10:15:00.979200000, 32.252, 1024.102, 0.649, 92.706, 42.748, 82.377, 39.791
2013-10-01, 2013-10-01T09:05:00.979200000, 41.074, 1024.057, 0.635, 89.106, 44.375, 79.580, 41.744
2013-10-02, 2013-10-02T09:10:00.979200000, 26.447, 1024.184, 0.722, 97.469, 64.192, 82.229, 64.811
2013-10-03, 2013-10-03T18:28:00.979200000, -25.341, 1024.229, 0.724, 103.322, 64.797, 80.668, 67.680
2013-10-04, 2013-10-04T20:46:00.979200000, -22.613, 1024.145, 0.692, 106.627, 61.266, 64.722, 66.163
2013-10-05, 2013-10-05T21:54:00.979200000, -29.406, 1024.064, 0.665, 117.339, 69.859, 30.222, 59.043
2013-10-06, 2013-10-06T22:12:00.979200000, -28.565, 1023.986, 0.654, 105.541, 73.218, 42.966, 49.912
2013-10-07, 2013-10-07T06:24:00.979200000, 22.679, 1023.950, 0.634, 103.655, 62.531, 46.259, 49.678
2013-10-08, 2013-10-08T09:28:00.979200000, 26.431, 1023.967, 0.607, 94.804, 47.065, 66.522, 44.633
2013-10-09, 2013-10-09T09:59:00.979200000, 31.679, 1024.028, 0.600, 90.832, 39.797, 78.475, 41.792
2013-10-10, 2013-10-10T09:46:00.979200000, 35.275, 1024.199, 0.762, 89.832, 60.973, 98.131, 59.938
2013-10-11, 2013-10-11T02:58:00.979200000, -39.721, 1024.176, 0.768, 94.554, 62.401, 90.765, 66.231
2013-10-12, 2013-10-12T03:48:00.979200000, -44.618, 1024.453, 0.910, 101.809, 63.090, 110.639, 64.475
2013-10-13, 2013-10-13T04:52:00.979200000, -40.867, 1024.263, 0.826, 99.221, 50.993, 100.640, 54.659
2013-10-14, 2013-10-14T18:30:00.979200000, -37.372, 1024.309, 0.812, 108.539, 51.989, 95.427, 56.866
2013-10-15, 2013-10-15T22:52:00.979200000, 39.193, 1024.149, 0.703, 111.447, 45.078, 75.278, 55.963
2013-10-16, 2013-10-16T20:20:00.979200000, -34.843, 1024.058, 0.660, 109.766, 48.229, 67.341, 47.825
2013-10-17, 2013-10-17T10:28:00.979200000, 39.539, 1024.193, 0.759, 113.582, 53.901, 79.514, 60.124
2013-10-18, 2013-10-18T16:05:00.979200000, 21.237, 1024.284, 0.810, 110.516, 51.344, 97.084, 61.088
2013-10-19, 2013-10-19T22:44:00.979200000, -22.968, 1024.227, 0.781, 105.486, 48.733, 99.845, 64.861
2013-10-20, 2013-10-20T23:52:00.979200000, -36.549, 1024.192, 0.763, 103.351, 47.479, 101.969, 72.359
2013-10-21, 2013-10-21T23:59:00.979200000, -45.432, 1024.105, 0.781, 98.033, 53.867, 97.316, 72.260
2013-10-22, 2013-10-22T00:18:00.979200000, -49.971, 1024.045, 0.805, 90.741, 58.748, 99.394, 63.926
2013-10-23, 2013-10-23T00:17:00.979200000, -43.527, 1024.111, 0.851, 95.937, 58.650, 105.851, 58.275
2013-10-24, 2013-10-24T01:03:00.979200000, -32.043, 1024.302, 0.922, 106.026, 57.441, 107.506, 45.717
2013-10-25, 2013-10-25T22:40:00.979200000, 52.522, 1024.181, 0.896, 103.246, 68.092, 103.756, 53.311
2013-10-26, 2013-10-26T21:48:00.979200000, 61.932, 1023.941, 0.850, 77.371, 80.971, 115.175, 42.942
2013-10-27, 2013-10-27T00:17:00.979200000, 52.071, 1024.047, 0.872, 75.993, 77.362, 123.506, 33.725
2013-10-28, 2013-10-28T00:35:00.979200000, 59.216, 1023.973, 0.906, 60.415, 80.993, 139.199, 38.571
2013-10-29, 2013-10-29T12:52:00.979200000, 39.791, 1023.971, 0.849, 65.638, 74.880, 130.803, 42.168
2013-10-30, 2013-10-30T18:50:00.979200000, -47.601, 1023.816, 0.811, 59.216, 72.273, 127.057, 48.064
2013-10-31, 2013-10-31T10:24:00.979200000, 36.003, 1023.759, 0.852, 54.298, 70.326, 128.785, 52.863
2013-11-01, 2013-11-01T04:02:00.979200000, 30.627, 1023.715, 0.818, 61.615, 67.469, 119.018, 54.157
2013-11-02, 2013-11-02T21:20:00.979200000, -25.709, 1023.749, 0.840, 67.275, 71.436, 118.638, 61.008
2013-11-03, 2013-11-03T06:06:00.979200000, 27.002, 1023.913, 0.911, 74.521, 71.130, 126.479, 62.159
2013-11-04, 2013-11-04T04:54:00.979200000, 23.083, 1023.996, 0.895, 80.326, 66.268, 123.830, 52.064
2013-11-05, 2013-11-05T23:28:00.979200000, -39.266, 1023.933, 0.843, 74.336, 58.575, 124.277, 45.028
2013-11-06, 2013-11-06T07:00:00.979200000, 37.816, 1023.770, 0.929, 50.756, 61.681, 143.552, 51.766
2013-11-07, 2013-11-07T02:10:00.979200000, -35.569, 1023.837, 0.968, 55.543, 61.637, 144.752, 49.209
2013-11-08, 2013-11-08T06:10:00.979200000, 27.297, 1023.835, 0.961, 56.506, 60.637, 143.833, 54.240
2013-11-09, 2013-11-09T05:20:00.979200000, 25.624, 1023.793, 0.859, 64.791, 55.209, 127.477, 51.804
2013-11-10, 2013-11-10T18:27:00.979200000, 33.158, 1023.733, 0.912, 56.442, 63.846, 133.090, 54.005
2013-11-11, 2013-11-11T06:36:00.979200000, 33.577, 1023.706, 1.001, 46.584, 69.869, 146.466, 58.531
2013-11-12, 2013-11-12T07:32:00.979200000, 48.603, 1023.792, 0.959, 61.864, 64.895, 137.618, 51.753
2013-11-13, 2013-11-13T19:26:00.979200000, -31.759, 1023.817, 0.886, 67.403, 59.826, 126.921, 50.239
2013-11-14, 2013-11-14T20:06:00.979200000, -21.734, 1023.799, 0.914, 65.597, 57.609, 128.271, 48.460
2013-11-15, 2013-11-15T12:30:00.979200000, 18.684, 1023.795, 1.072, 55.272, 62.306, 147.383, 54.560
2013-11-16, 2013-11-16T13:23:00.979200000, 19.721, 1023.523, 1.124, 40.174, 56.702, 151.698, 68.872
2013-11-17, 2013-11-17T10:12:00.979200000, 22.398, 1023.555, 1.070, 47.812, 53.236, 143.209, 67.630
2013-11-18, 2013-11-18T00:44:00.979200000, -26.743, 1023.680, 0.967, 58.972, 50.244, 130.807, 60.872
2013-11-19, 2013-11-19T05:25:00.979200000, 20.475, 1023.586, 0.859, 56.702, 44.133, 116.316, 50.069
2013-11-20, 2013-11-20T07:00:00.979200000, 21.717, 1023.588, 0.813, 57.409, 39.608, 111.558, 43.784
2013-11-21, 2013-11-21T22:30:00.979200000, -18.655, 1023.570, 0.828, 56.175, 42.090, 112.254, 45.212
2013-11-22, 2013-11-22T18:15:00.979200000, 27.001, 1023.696, 0.961, 56.010, 56.439, 128.761, 54.775
2013-11-23, 2013-11-23T16:38:00.979200000, -17.643, 1023.864, 1.034, 62.600, 59.480, 138.331, 59.102
2013-11-24, 2013-11-24T14:44:00.979200000, -27.699, 1023.918, 1.042, 65.758, 56.701, 138.193, 57.732
2013-11-25, 2013-11-25T08:58:00.979200000, 42.294, 1023.962, 0.944, 74.942, 52.835, 124.450, 51.739
2013-11-26, 2013-11-26T05:30:00.979200000, -38.946, 1023.918, 0.876, 76.206, 53.389, 115.916, 49.319
2013-11-27, 2013-11-27T05:25:00.979200000, -32.451, 1024.010, 0.939, 78.858, 61.455, 120.159, 48.924
2013-11-28, 2013-11-28T11:00:00.979200000, 28.829, 1023.902, 0.753, 85.061, 47.625, 96.523, 41.223
2013-11-29, 2013-11-29T07:36:00.979200000, -31.866, 1024.125, 0.787, 102.893, 53.355, 90.971, 48.064
2013-11-30, 2013-11-30T21:03:00.979200000, -22.396, 1024.055, 0.768, 109.871, 76.008, 71.334, 54.935
2013-12-01, 2013-12-01T08:50:00.979200000, -35.610, 1023.995, 0.764, 101.292, 62.202, 79.291, 45.436
2013-12-02, 2013-12-02T09:41:00.979200000, -27.643, 1023.966, 0.747, 96.409, 50.162, 86.439, 37.957
2013-12-03, 2013-12-03T23:27:00.979200000, -26.665, 1023.942, 0.723, 94.228, 44.374, 85.420, 34.047
2013-12-04, 2013-12-04T12:30:00.979200000, -26.516, 1023.954, 0.696, 96.753, 41.345, 80.415, 32.137
2013-12-05, 2013-12-05T13:32:00.979200000, -24.539, 1024.086, 0.759, 103.298, 45.762, 85.674, 38.153
2013-12-06, 2013-12-06T14:48:00.979200000, -39.093, 1024.068, 0.749, 103.443, 45.202, 87.568, 41.039
2013-12-07, 2013-12-07T15:21:00.979200000, -43.070, 1024.113, 0.778, 105.899, 46.671, 92.736, 45.422
2013-12-08, 2013-12-08T06:10:00.979200000, 38.293, 1024.162, 0.824, 103.691, 48.751, 101.782, 42.979
2013-12-09, 2013-12-09T20:52:00.979200000, 35.220, 1024.041, 0.800, 96.435, 49.057, 103.332, 45.563
2013-12-10, 2013-12-10T22:06:00.979200000, 54.924, 1024.042, 0.811, 95.205, 57.081, 102.315, 45.676
2013-12-11, 2013-12-11T18:50:00.979200000, -47.638, 1024.006, 0.800, 91.473, 58.625, 103.864, 40.061
2013-12-12, 2013-12-12T18:34:00.979200000, -50.384, 1023.975, 0.866, 85.901, 61.581, 111.277, 42.967
2013-12-13, 2013-12-13T06:20:00.979200000, -47.219, 1023.890, 0.854, 84.216, 64.048, 107.261, 47.346
2013-12-14, 2013-12-14T07:16:00.979200000, -32.689, 1023.935, 0.861, 92.749, 63.532, 102.904, 51.242
2013-12-15, 2013-12-15T08:56:00.979200000, -44.013, 1023.980, 0.872, 96.314, 60.361, 100.984, 45.249
2013-12-16, 2013-12-16T09:34:00.979200000, -34.054, 1023.910, 0.891, 90.213, 64.780, 103.475, 46.348
2013-12-17, 2013-12-17T23:02:00.979200000, -35.272, 1023.983, 0.948, 91.341, 67.899, 110.094, 49.883
2013-12-18, 2013-12-18T01:48:00.979200000, 25.313, 1024.044, 0.970, 90.987, 65.932, 113.055, 49.701
2013-12-19, 2013-12-19T06:22:00.979200000, 25.569, 1023.998, 0.961, 86.746, 65.895, 113.778, 48.211
2013-12-20, 2013-12-20T04:54:00.979200000, 25.169, 1023.930, 0.966, 77.499, 71.814, 117.369, 51.560
2013-12-21, 2013-12-21T01:05:00.979200000, -20.557, 1023.789, 1.039, 62.132, 77.345, 131.051, 57.236
2013-12-22, 2013-12-22T02:35:00.979200000, -23.491, 1023.815, 0.943, 73.049, 66.181, 116.574, 51.092
2013-12-23, 2013-12-23T09:20:00.979200000, 22.009, 1023.887, 1.017, 76.405, 68.820, 125.790, 52.185
2013-12-24, 2013-12-24T09:35:00.979200000, 19.587, 1023.722, 0.991, 63.812, 56.416, 130.341, 50.818
2013-12-25, 2013-12-25T07:26:00.979200000, -23.207, 1023.844, 1.201, 60.707, 64.929, 149.980, 54.504
2013-12-26, 2013-12-26T23:04:00.979200000, 19.626, 1023.792, 1.230, 56.724, 66.665, 154.909, 66.486
2013-12-27, 2013-12-27T16:00:00.979200000, -16.771, 1023.318, 1.082, 42.122, 58.200, 134.616, 76.285
2013-12-28, 2013-12-28T13:22:00.979200000, -22.176, 1023.326, 1.017, 46.193, 57.815, 125.443, 74.419
2013-12-29, 2013-12-29T13:42:00.979200000, -28.098, 1023.557, 1.125, 52.161, 62.417, 146.633, 77.204
2013-12-30, 2013-12-30T02:12:00.979200000, -41.416, 1023.492, 1.053, 47.870, 56.523, 151.729, 74.680
